"sample_names" "type" "species" "nmds_1" "nmds_2" "nmds_3" "nmds_4"
"bib_CHUNB56555" "bib_CHUNB56555" "known" "bib" -0.161909080159811 0.0769464826860987 -0.0821192353736001 -0.0274298611501611
"bib_CHUNB56918" "bib_CHUNB56918" "known" "bib" -0.117153410229323 0.0755980096191944 -0.108020192215971 0.0998317355063315
"bib_CHUNB57375" "bib_CHUNB57375" "known" "bib" -0.202286577889474 0.118932255874863 0.0106064467970521 -0.043893838083829
"bib_CHUNB57376" "bib_CHUNB57376" "known" "bib" -0.158177202066796 0.103337347678372 0.0433677393898743 -0.0385738419739275
"bib_CHUNB57377" "bib_CHUNB57377" "known" "bib" -0.103585772736949 -0.0518557400315169 -0.0450515596605506 -0.0998242792309225
"bib_CHUNB57378" "bib_CHUNB57378" "known" "bib" -0.121721751199228 0.0454263660889984 0.0574934123614922 0.107748433584475
"bib_CHUNB64577" "bib_CHUNB64577" "known" "bib" -0.182006047874629 0.0944002325807509 0.0774107000312065 -0.0911926954277615
"bib_CHUNB64578" "bib_CHUNB64578" "known" "bib" -0.0915075661509805 0.0751542816660023 -0.0632322331995288 0.0473182193267457
"bib_CHUNB64579" "bib_CHUNB64579" "known" "bib" -0.00449285196653436 -0.121417745577765 -0.0223890053240511 0.0384910640370329
"bib_CHUNB64603" "bib_CHUNB64603" "known" "bib" -0.0697035701775286 -0.112476905368888 0.0524010726094394 0.0832883764609197
"bib_CHUNB64604" "bib_CHUNB64604" "known" "bib" -0.0768741737971053 -0.099200752713801 0.147235217435773 0.0448586942955568
"bib_CHUNB64605" "bib_CHUNB64605" "known" "bib" -0.164724352842898 0.0638081226187448 -0.0503209161101903 -0.0117724637581
"bib_CHUNB64606" "bib_CHUNB64606" "known" "bib" -0.0447379846224483 0.135622703898728 -0.0436510792211679 0.0617546599020572
"bib_CHUNB64607" "bib_CHUNB64607" "known" "bib" -0.107065280413933 -0.0147387506829065 0.0904370116374494 0.0263716222313148
"bib_CHUNB64609" "bib_CHUNB64609" "known" "bib" -0.107924843520308 -0.00635626924954075 -0.0428391449372431 0.0451476965691253
"bib_CHUNB64610" "bib_CHUNB64610" "known" "bib" -0.09752978547818 -0.157567816371372 0.00832989563633386 -0.0953747170039876
"bib_MZUSP65628" "bib_MZUSP65628" "known" "bib" -0.0919622107385178 -0.121061594010034 -0.124244175650639 0.00101655558650489
"bib_MZUSP66105" "bib_MZUSP66105" "known" "bib" -0.0918605750221495 -0.0508831061612689 -0.0916130847298052 -0.0740295632814845
"bib_MZUSP78721" "bib_MZUSP78721" "known" "bib" -0.124296712953343 -0.0786286322301848 -0.0550151594986103 0.0414933230342867
"bib_MZUSP87592" "bib_MZUSP87592" "known" "bib" -0.0651313783827234 -0.114507417183098 -0.0767736429461583 -0.00132624283593635
"bil_MCNR445" "bil_MCNR445" "known" "bil" 0.175521851753628 0.0376692675599601 0.00687654377127889 -0.0844050556761607
"bil_MCNR522" "bil_MCNR522" "known" "bil" 0.236650549808693 0.07793720776538 -0.0331573500659834 -0.0310273807531783
"bil_MCNR3277" "bil_MCNR3277" "known" "bil" 0.193834537674738 -0.0214802302720215 -0.00891271437203259 -0.0656367934183465
"bil_MCNR3557" "bil_MCNR3557" "known" "bil" 0.168430167524641 0.0389197814282129 0.00913612573488808 -0.0808927129121483
"bil_MZUSP5366" "bil_MZUSP5366" "known" "bil" 0.209983001955968 0.0543166603185232 -0.0416693811997907 0.00738500690862549
"bil_MZUSP10410" "bil_MZUSP10410" "known" "bil" 0.0792142450347989 0.0180862563930484 0.148440415230246 -0.000364908564268465
"bil_MZUSP29698" "bil_MZUSP29698" "known" "bil" 0.196991844593002 -0.110701397942908 0.00607148309767858 -0.0384944316696726
"bil_MZUSP39522" "bil_MZUSP39522" "known" "bil" 0.216990131236155 -0.0865749408278519 -0.0135717436828805 0.0554386102081624
"bil_MZUSP42778" "bil_MZUSP42778" "known" "bil" 0.177609404907181 0.0661295763089612 -0.0171159544193012 0.012776176161653
"bil_CHUNB36171" "bil_CHUNB36171" "known" "bil" 0.206930382059204 0.0286975476967835 0.0188137710766192 0.107749773835799
"bil_CHUNB36172" "bil_CHUNB36172" "known" "bil" 0.203251790406069 0.0233809736822171 0.0241911362110483 0.0519896003993307
