"sample_names" "type" "species" "nmds_1" "nmds_2" "nmds_3" "nmds_4"
"1" "bib_CHUNB56555" "known" "bib" -0.161780043242408 0.0770663169190331 -0.0823275190618378 -0.0272331253548391
"2" "bib_CHUNB56918" "known" "bib" -0.117165458166318 0.0748479059579865 -0.107495451219742 0.101134911467118
"3" "bib_CHUNB57375" "known" "bib" -0.202156338781675 0.119330495804631 0.0101033459719165 -0.043603589238355
"4" "bib_CHUNB57376" "known" "bib" -0.158137918513886 0.103389903252508 0.0427977001077762 -0.0391129066188393
"5" "bib_CHUNB57377" "known" "bib" -0.103688791998284 -0.0517551231281236 -0.0447437261270474 -0.099846282007834
"6" "bib_CHUNB57378" "known" "bib" -0.121941248165958 0.0465880058954654 0.0587725372364703 0.105962906960336
"7" "bib_CHUNB57379" "unknown" "bib" -0.0910014742511976 0.0254049757402488 0.12793739208073 -0.0185402029924496
"8" "bib_CHUNB64577" "known" "bib" -0.181926277076881 0.0948225318590569 0.0770405945343492 -0.091245348062787
"9" "bib_CHUNB64578" "known" "bib" -0.0916645480678388 0.074617383171396 -0.0630830805032983 0.0485026017021761
"10" "bib_CHUNB64579" "known" "bib" -0.0046232973452337 -0.121172395935482 -0.0230517091535013 0.0399906874668916
"11" "bib_CHUNB64603" "known" "bib" -0.0698319266943629 -0.112275339162447 0.0521155324972913 0.0838708557173004
"12" "bib_CHUNB64604" "known" "bib" -0.0768631237433693 -0.0992536221016848 0.147047756000098 0.0459507638265491
"13" "bib_CHUNB64605" "known" "bib" -0.164749428821272 0.0636791243001708 -0.0506871486608674 -0.0114276399897323
"14" "bib_CHUNB64606" "known" "bib" -0.0447789257611136 0.135414911607442 -0.0441822691217973 0.0620429963832293
"15" "bib_CHUNB64607" "known" "bib" -0.107099074135468 -0.0148277102904167 0.0907286221711395 0.0252812489603634
"16" "bib_CHUNB64608" "unknown" "bib" -0.153055407469748 -0.0522058027813678 0.098455477099765 -0.00857672404910981
"17" "bib_CHUNB64609" "known" "bib" -0.108039161965369 -0.00662653032918176 -0.0426705095917297 0.0454340698350702
"18" "bib_CHUNB64610" "known" "bib" -0.0974495087378767 -0.157771714541445 0.00868659734982785 -0.0951976994709204
"19" "bib_MZUSP65628" "known" "bib" -0.0919423232625686 -0.121147193567548 -0.124199992821607 0.000622390820800795
"20" "bib_MZUSP66105" "known" "bib" -0.0920120946318354 -0.0509540108485052 -0.091259433762035 -0.0742653443812534
"21" "bib_MZUSP78721" "known" "bib" -0.124343305653542 -0.0787299478856334 -0.0549225515013307 0.0413684424529611
"22" "bib_MZUSP87592" "known" "bib" -0.0651875944805554 -0.11450694222018 -0.0765131107447384 -0.00285326448562695
"23" "bil_MCNR445" "known" "bil" 0.17562792828685 0.0375827005103252 0.00686546152629514 -0.0842659586501963
"24" "bil_MCNR522" "known" "bil" 0.236511830766305 0.0781317295242884 -0.0334295406908597 -0.0310916684005379
"25" "bil_MCNR3156" "unknown" "bil" 0.198072299657416 0.0452198936568319 0.00679710779660364 -0.0599120978908106
"26" "bil_MCNR3277" "known" "bil" 0.193851041251377 -0.0214251795389903 -0.00939595482080661 -0.0656077030058063
"27" "bil_MCNR3557" "known" "bil" 0.168517665758768 0.038861446264751 0.0087696502147728 -0.0808518206204839
"28" "bil_MZUSP5366" "known" "bil" 0.209914309644188 0.054377201843185 -0.0417779808827983 0.00748021977457565
"29" "bil_MZUSP10410" "known" "bil" 0.0793752279856166 0.0179826029877444 0.148531090557477 -0.000248746106940552
"30" "bil_MZUSP29698" "known" "bil" 0.197011927166556 -0.110781351072171 0.00650185583796587 -0.0383205895288296
"31" "bil_MZUSP39522" "known" "bil" 0.216985737134289 -0.086674401255913 -0.0134866718328326 0.0554070189523502
"32" "bil_MZUSP42778" "known" "bil" 0.177769756542751 0.0663115713739954 -0.0156255014743879 0.0129689097165588
"33" "bil_CHUNB36170" "unknown" "bil" 0.165422975098163 -0.00569013336995921 -0.0156454151077163 0.0370510865281278
"34" "bil_CHUNB36171" "known" "bil" 0.207011445227714 0.0288137037667137 0.0190566532531995 0.107433608118624
"35" "bil_CHUNB36172" "known" "bil" 0.203365126446768 0.0233549935932748 0.0242901928432564 0.0516979921723199
